,cell_type,transcriptId,count
501,imature GABAergic,ENSMUST00000170241.7,3.0
502,imature Glutamatergic,ENSMUST00000170241.7,0.0
503,cycling radial glia,ENSMUST00000170241.7,4.0
504,radial glia,ENSMUST00000170241.7,4.0
505,intermediate progenitor,ENSMUST00000170241.7,2.0
506,mature GABAergic,ENSMUST00000170241.7,1.0
507,mature GABAergic,ENSMUST00000170241.7,0.0
508,intermediate progenitor,ENSMUST00000170241.7,0.0
509,imature Glutamatergic,ENSMUST00000170241.7,0.0
510,mature GABAergic,ENSMUST00000170241.7,1.0
511,imature GABAergic,ENSMUST00000170241.7,0.0
512,cycling radial glia,ENSMUST00000170241.7,3.0
513,mature GABAergic,ENSMUST00000170241.7,1.0
514,imature Glutamatergic,ENSMUST00000170241.7,0.0
515,mature Glutamatergic,ENSMUST00000170241.7,0.0
516,mature Glutamatergic,ENSMUST00000170241.7,0.0
517,intermediate progenitor,ENSMUST00000170241.7,2.0
518,mature Glutamatergic,ENSMUST00000170241.7,0.0
519,mature GABAergic,ENSMUST00000170241.7,0.0
520,imature Glutamatergic,ENSMUST00000170241.7,1.0
521,intermediate progenitor,ENSMUST00000170241.7,0.0
522,intermediate progenitor,ENSMUST00000170241.7,1.0
523,imature Glutamatergic,ENSMUST00000170241.7,1.0
524,imature GABAergic,ENSMUST00000170241.7,0.0
525,intermediate progenitor,ENSMUST00000170241.7,5.0
526,imature Glutamatergic,ENSMUST00000170241.7,0.0
527,mature GABAergic,ENSMUST00000170241.7,0.0
528,imature GABAergic,ENSMUST00000170241.7,1.0
529,cycling radial glia,ENSMUST00000170241.7,1.0
530,cycling radial glia,ENSMUST00000170241.7,1.0
531,mature GABAergic,ENSMUST00000170241.7,1.0
532,mature Glutamatergic,ENSMUST00000170241.7,0.0
533,imature Glutamatergic,ENSMUST00000170241.7,3.0
534,imature Glutamatergic,ENSMUST00000170241.7,0.0
535,intermediate progenitor,ENSMUST00000170241.7,0.0
536,imature GABAergic,ENSMUST00000170241.7,3.0
537,mature Glutamatergic,ENSMUST00000170241.7,3.0
538,imature Glutamatergic,ENSMUST00000170241.7,0.0
539,intermediate progenitor,ENSMUST00000170241.7,1.0
540,mature Glutamatergic,ENSMUST00000170241.7,0.0
541,cycling radial glia,ENSMUST00000170241.7,2.0
542,imature Glutamatergic,ENSMUST00000170241.7,0.0
543,imature Glutamatergic,ENSMUST00000170241.7,0.0
544,imature GABAergic,ENSMUST00000170241.7,1.0
545,mature Glutamatergic,ENSMUST00000170241.7,1.0
546,cycling radial glia,ENSMUST00000170241.7,2.0
547,imature Glutamatergic,ENSMUST00000170241.7,5.0
548,mature GABAergic,ENSMUST00000170241.7,0.0
549,mature Glutamatergic,ENSMUST00000170241.7,1.0
550,imature Glutamatergic,ENSMUST00000170241.7,1.0
551,imature GABAergic,ENSMUST00000170241.7,2.0
552,mature GABAergic,ENSMUST00000170241.7,0.0
553,mature GABAergic,ENSMUST00000170241.7,0.0
554,mature GABAergic,ENSMUST00000170241.7,1.0
555,cycling radial glia,ENSMUST00000170241.7,2.0
556,mature GABAergic,ENSMUST00000170241.7,0.0
557,imature GABAergic,ENSMUST00000170241.7,0.0
558,imature GABAergic,ENSMUST00000170241.7,0.0
559,imature Glutamatergic,ENSMUST00000170241.7,0.0
560,imature Glutamatergic,ENSMUST00000170241.7,0.0
561,mature GABAergic,ENSMUST00000170241.7,0.0
562,radial glia,ENSMUST00000170241.7,4.0
563,cycling radial glia,ENSMUST00000170241.7,2.0
564,intermediate progenitor,ENSMUST00000170241.7,1.0
565,radial glia,ENSMUST00000170241.7,20.0
566,imature GABAergic,ENSMUST00000170241.7,0.0
567,imature GABAergic,ENSMUST00000170241.7,1.0
568,imature Glutamatergic,ENSMUST00000170241.7,0.0
569,cycling radial glia,ENSMUST00000170241.7,2.0
570,imature Glutamatergic,ENSMUST00000170241.7,0.0
571,imature Glutamatergic,ENSMUST00000170241.7,0.0
572,mature Glutamatergic,ENSMUST00000170241.7,0.0
573,imature Glutamatergic,ENSMUST00000170241.7,0.0
574,mature GABAergic,ENSMUST00000170241.7,1.0
575,mature GABAergic,ENSMUST00000170241.7,0.0
576,imature Glutamatergic,ENSMUST00000170241.7,0.0
577,imature Glutamatergic,ENSMUST00000170241.7,1.0
578,mature Glutamatergic,ENSMUST00000170241.7,0.0
579,imature Glutamatergic,ENSMUST00000170241.7,0.0
580,mature GABAergic,ENSMUST00000170241.7,0.0
581,radial glia,ENSMUST00000170241.7,2.0
582,imature GABAergic,ENSMUST00000170241.7,2.0
583,mature Glutamatergic,ENSMUST00000170241.7,2.0
584,mature GABAergic,ENSMUST00000170241.7,2.0
585,mature GABAergic,ENSMUST00000170241.7,0.0
586,mature Glutamatergic,ENSMUST00000170241.7,0.0
587,intermediate progenitor,ENSMUST00000170241.7,3.0
588,mature Glutamatergic,ENSMUST00000170241.7,3.0
589,imature Glutamatergic,ENSMUST00000170241.7,1.0
590,imature GABAergic,ENSMUST00000170241.7,2.0
591,imature Glutamatergic,ENSMUST00000170241.7,0.0
592,cycling radial glia,ENSMUST00000170241.7,3.0
593,mature Glutamatergic,ENSMUST00000170241.7,0.0
594,mature Glutamatergic,ENSMUST00000170241.7,0.0
595,mature Glutamatergic,ENSMUST00000170241.7,0.0
596,mature Glutamatergic,ENSMUST00000170241.7,0.0
597,imature Glutamatergic,ENSMUST00000170241.7,0.0
598,radial glia,ENSMUST00000170241.7,1.0
599,imature Glutamatergic,ENSMUST00000170241.7,0.0
600,mature GABAergic,ENSMUST00000170241.7,0.0
601,mature GABAergic,ENSMUST00000170241.7,0.0
602,mature Glutamatergic,ENSMUST00000170241.7,0.0
603,cycling radial glia,ENSMUST00000170241.7,5.0
604,mature Glutamatergic,ENSMUST00000170241.7,0.0
605,mature Glutamatergic,ENSMUST00000170241.7,0.0
606,imature Glutamatergic,ENSMUST00000170241.7,0.0
607,mature GABAergic,ENSMUST00000170241.7,0.0
608,mature Glutamatergic,ENSMUST00000170241.7,0.0
609,mature Glutamatergic,ENSMUST00000170241.7,0.0
610,cycling radial glia,ENSMUST00000170241.7,2.0
611,imature GABAergic,ENSMUST00000170241.7,1.0
612,imature GABAergic,ENSMUST00000170241.7,0.0
613,cycling radial glia,ENSMUST00000170241.7,0.0
614,mature GABAergic,ENSMUST00000170241.7,0.0
615,mature GABAergic,ENSMUST00000170241.7,0.0
616,imature GABAergic,ENSMUST00000170241.7,1.0
617,mature GABAergic,ENSMUST00000170241.7,0.0
618,mature GABAergic,ENSMUST00000170241.7,0.0
619,imature Glutamatergic,ENSMUST00000170241.7,2.0
620,mature Glutamatergic,ENSMUST00000170241.7,0.0
621,cycling radial glia,ENSMUST00000170241.7,4.0
622,radial glia,ENSMUST00000170241.7,5.0
623,mature Glutamatergic,ENSMUST00000170241.7,2.0
624,imature GABAergic,ENSMUST00000170241.7,1.0
625,imature GABAergic,ENSMUST00000170241.7,0.0
626,mature Glutamatergic,ENSMUST00000170241.7,0.0
627,mature GABAergic,ENSMUST00000170241.7,2.0
628,radial glia,ENSMUST00000170241.7,1.0
629,imature Glutamatergic,ENSMUST00000170241.7,0.0
630,imature Glutamatergic,ENSMUST00000170241.7,1.0
631,imature Glutamatergic,ENSMUST00000170241.7,0.0
632,mature GABAergic,ENSMUST00000170241.7,2.0
633,mature GABAergic,ENSMUST00000170241.7,0.0
634,mature Glutamatergic,ENSMUST00000170241.7,0.0
635,mature Glutamatergic,ENSMUST00000170241.7,1.0
636,mature Glutamatergic,ENSMUST00000170241.7,2.0
637,imature GABAergic,ENSMUST00000170241.7,0.0
638,mature Glutamatergic,ENSMUST00000170241.7,0.0
639,Cajal-Retzius,ENSMUST00000170241.7,0.0
640,cycling radial glia,ENSMUST00000170241.7,4.0
641,Cajal-Retzius,ENSMUST00000170241.7,0.0
642,radial glia,ENSMUST00000170241.7,3.0
643,imature GABAergic,ENSMUST00000170241.7,0.0
644,cycling radial glia,ENSMUST00000170241.7,0.0
645,mature Glutamatergic,ENSMUST00000170241.7,2.0
646,imature Glutamatergic,ENSMUST00000170241.7,1.0
647,mature Glutamatergic,ENSMUST00000170241.7,0.0
648,imature Glutamatergic,ENSMUST00000170241.7,0.0
649,imature Glutamatergic,ENSMUST00000170241.7,0.0
650,imature Glutamatergic,ENSMUST00000170241.7,0.0
651,imature Glutamatergic,ENSMUST00000170241.7,0.0
652,mature Glutamatergic,ENSMUST00000170241.7,0.0
653,cycling radial glia,ENSMUST00000170241.7,2.0
654,mature Glutamatergic,ENSMUST00000170241.7,1.0
655,mature Glutamatergic,ENSMUST00000170241.7,2.0
656,cycling radial glia,ENSMUST00000170241.7,4.0
657,mature Glutamatergic,ENSMUST00000170241.7,0.0
658,mature GABAergic,ENSMUST00000170241.7,0.0
659,imature GABAergic,ENSMUST00000170241.7,0.0
660,intermediate progenitor,ENSMUST00000170241.7,3.0
661,intermediate progenitor,ENSMUST00000170241.7,2.0
662,mature GABAergic,ENSMUST00000170241.7,0.0
663,mature GABAergic,ENSMUST00000170241.7,0.0
664,mature GABAergic,ENSMUST00000170241.7,0.0
665,mature Glutamatergic,ENSMUST00000170241.7,2.0
666,cycling radial glia,ENSMUST00000170241.7,0.0
667,cycling radial glia,ENSMUST00000170241.7,0.0
668,cycling radial glia,ENSMUST00000170241.7,4.0
669,mature GABAergic,ENSMUST00000170241.7,0.0
670,cycling radial glia,ENSMUST00000170241.7,3.0
671,mature Glutamatergic,ENSMUST00000170241.7,4.0
672,imature GABAergic,ENSMUST00000170241.7,1.0
673,mature Glutamatergic,ENSMUST00000170241.7,1.0
674,radial glia,ENSMUST00000170241.7,2.0
675,imature Glutamatergic,ENSMUST00000170241.7,1.0
676,mature Glutamatergic,ENSMUST00000170241.7,0.0
677,mature GABAergic,ENSMUST00000170241.7,0.0
678,mature Glutamatergic,ENSMUST00000170241.7,0.0
679,mature Glutamatergic,ENSMUST00000170241.7,0.0
680,mature Glutamatergic,ENSMUST00000170241.7,1.0
681,imature GABAergic,ENSMUST00000170241.7,2.0
682,imature Glutamatergic,ENSMUST00000170241.7,1.0
683,mature Glutamatergic,ENSMUST00000170241.7,0.0
684,imature GABAergic,ENSMUST00000170241.7,0.0
685,imature Glutamatergic,ENSMUST00000170241.7,1.0
686,imature Glutamatergic,ENSMUST00000170241.7,0.0
687,mature GABAergic,ENSMUST00000170241.7,0.0
688,imature Glutamatergic,ENSMUST00000170241.7,1.0
689,mature GABAergic,ENSMUST00000170241.7,0.0
690,intermediate progenitor,ENSMUST00000170241.7,0.0
691,radial glia,ENSMUST00000170241.7,4.0
692,intermediate progenitor,ENSMUST00000170241.7,2.0
693,cycling radial glia,ENSMUST00000170241.7,2.0
694,mature Glutamatergic,ENSMUST00000170241.7,0.0
695,mature Glutamatergic,ENSMUST00000170241.7,1.0
696,mature Glutamatergic,ENSMUST00000170241.7,0.0
697,imature Glutamatergic,ENSMUST00000170241.7,1.0
698,cycling radial glia,ENSMUST00000170241.7,4.0
699,mature Glutamatergic,ENSMUST00000170241.7,0.0
700,imature Glutamatergic,ENSMUST00000170241.7,2.0
701,imature Glutamatergic,ENSMUST00000170241.7,1.0
702,mature Glutamatergic,ENSMUST00000170241.7,0.0
703,mature GABAergic,ENSMUST00000170241.7,0.0
704,Cajal-Retzius,ENSMUST00000170241.7,0.0
705,imature Glutamatergic,ENSMUST00000170241.7,1.0
706,imature Glutamatergic,ENSMUST00000170241.7,0.0
707,mature Glutamatergic,ENSMUST00000170241.7,0.0
708,intermediate progenitor,ENSMUST00000170241.7,5.0
709,intermediate progenitor,ENSMUST00000170241.7,0.0
710,cycling radial glia,ENSMUST00000170241.7,5.0
711,mature Glutamatergic,ENSMUST00000170241.7,0.0
712,imature Glutamatergic,ENSMUST00000170241.7,2.0
713,imature GABAergic,ENSMUST00000170241.7,1.0
714,cycling radial glia,ENSMUST00000170241.7,1.0
715,radial glia,ENSMUST00000170241.7,6.0
716,imature Glutamatergic,ENSMUST00000170241.7,1.0
717,mature Glutamatergic,ENSMUST00000170241.7,1.0
718,mature Glutamatergic,ENSMUST00000170241.7,1.0
719,mature Glutamatergic,ENSMUST00000170241.7,1.0
720,imature Glutamatergic,ENSMUST00000170241.7,0.0
721,mature Glutamatergic,ENSMUST00000170241.7,2.0
722,intermediate progenitor,ENSMUST00000170241.7,2.0
723,imature Glutamatergic,ENSMUST00000170241.7,1.0
724,imature Glutamatergic,ENSMUST00000170241.7,1.0
725,imature Glutamatergic,ENSMUST00000170241.7,0.0
726,mature GABAergic,ENSMUST00000170241.7,0.0
727,imature GABAergic,ENSMUST00000170241.7,1.0
728,mature Glutamatergic,ENSMUST00000170241.7,0.0
729,mature Glutamatergic,ENSMUST00000170241.7,0.0
730,mature GABAergic,ENSMUST00000170241.7,3.0
731,imature Glutamatergic,ENSMUST00000170241.7,0.0
732,imature Glutamatergic,ENSMUST00000170241.7,2.0
733,mature Glutamatergic,ENSMUST00000170241.7,0.0
734,imature GABAergic,ENSMUST00000170241.7,1.0
735,imature GABAergic,ENSMUST00000170241.7,1.0
736,imature Glutamatergic,ENSMUST00000170241.7,0.0
737,imature Glutamatergic,ENSMUST00000170241.7,1.0
738,mature GABAergic,ENSMUST00000170241.7,0.0
739,mature Glutamatergic,ENSMUST00000170241.7,2.0
740,radial glia,ENSMUST00000170241.7,8.0
741,imature Glutamatergic,ENSMUST00000170241.7,1.0
742,mature Glutamatergic,ENSMUST00000170241.7,2.0
743,imature Glutamatergic,ENSMUST00000170241.7,0.0
744,imature Glutamatergic,ENSMUST00000170241.7,3.0
745,mature GABAergic,ENSMUST00000170241.7,0.0
746,cycling radial glia,ENSMUST00000170241.7,1.0
747,intermediate progenitor,ENSMUST00000170241.7,6.0
748,intermediate progenitor,ENSMUST00000170241.7,2.0
749,mature Glutamatergic,ENSMUST00000170241.7,3.0
750,intermediate progenitor,ENSMUST00000170241.7,2.0
751,imature GABAergic,ENSMUST00000170241.7,1.0
752,radial glia,ENSMUST00000170241.7,2.0
753,mature GABAergic,ENSMUST00000170241.7,0.0
754,imature GABAergic,ENSMUST00000170241.7,3.0
755,mature Glutamatergic,ENSMUST00000170241.7,0.0
756,mature Glutamatergic,ENSMUST00000170241.7,3.0
757,imature Glutamatergic,ENSMUST00000170241.7,1.0
758,imature Glutamatergic,ENSMUST00000170241.7,1.0
759,mature Glutamatergic,ENSMUST00000170241.7,1.0
760,cycling radial glia,ENSMUST00000170241.7,2.0
761,mature Glutamatergic,ENSMUST00000170241.7,1.0
762,mature Glutamatergic,ENSMUST00000170241.7,1.0
763,imature Glutamatergic,ENSMUST00000170241.7,1.0
764,radial glia,ENSMUST00000170241.7,2.0
765,mature GABAergic,ENSMUST00000170241.7,1.0
766,intermediate progenitor,ENSMUST00000170241.7,0.0
767,imature GABAergic,ENSMUST00000170241.7,1.0
768,imature Glutamatergic,ENSMUST00000170241.7,2.0
769,radial glia,ENSMUST00000170241.7,0.0
770,radial glia,ENSMUST00000170241.7,14.0
771,imature Glutamatergic,ENSMUST00000170241.7,1.0
772,cycling radial glia,ENSMUST00000170241.7,2.0
773,imature Glutamatergic,ENSMUST00000170241.7,0.0
774,Cajal-Retzius,ENSMUST00000170241.7,0.0
775,mature GABAergic,ENSMUST00000170241.7,0.0
776,imature Glutamatergic,ENSMUST00000170241.7,1.0
777,intermediate progenitor,ENSMUST00000170241.7,2.0
778,mature Glutamatergic,ENSMUST00000170241.7,1.0
779,cycling radial glia,ENSMUST00000170241.7,1.0
780,imature Glutamatergic,ENSMUST00000170241.7,1.0
781,mature GABAergic,ENSMUST00000170241.7,1.0
782,cycling radial glia,ENSMUST00000170241.7,2.0
783,mature Glutamatergic,ENSMUST00000170241.7,2.0
784,mature Glutamatergic,ENSMUST00000170241.7,2.0
785,imature GABAergic,ENSMUST00000170241.7,1.0
786,imature GABAergic,ENSMUST00000170241.7,0.0
787,mature GABAergic,ENSMUST00000170241.7,0.0
788,imature GABAergic,ENSMUST00000170241.7,2.0
789,mature Glutamatergic,ENSMUST00000170241.7,1.0
790,mature GABAergic,ENSMUST00000170241.7,0.0
791,intermediate progenitor,ENSMUST00000170241.7,4.0
792,mature GABAergic,ENSMUST00000170241.7,0.0
793,intermediate progenitor,ENSMUST00000170241.7,3.0
794,imature Glutamatergic,ENSMUST00000170241.7,0.0
795,radial glia,ENSMUST00000170241.7,7.0
796,mature Glutamatergic,ENSMUST00000170241.7,0.0
797,mature Glutamatergic,ENSMUST00000170241.7,2.0
798,imature GABAergic,ENSMUST00000170241.7,2.0
799,mature GABAergic,ENSMUST00000170241.7,2.0
800,mature Glutamatergic,ENSMUST00000170241.7,0.0
801,radial glia,ENSMUST00000170241.7,14.0
802,mature GABAergic,ENSMUST00000170241.7,0.0
803,imature Glutamatergic,ENSMUST00000170241.7,0.0
804,cycling radial glia,ENSMUST00000170241.7,0.0
805,mature GABAergic,ENSMUST00000170241.7,1.0
806,mature Glutamatergic,ENSMUST00000170241.7,1.0
807,imature Glutamatergic,ENSMUST00000170241.7,3.0
808,mature Glutamatergic,ENSMUST00000170241.7,1.0
809,radial glia,ENSMUST00000170241.7,0.0
810,imature Glutamatergic,ENSMUST00000170241.7,2.0
811,mature GABAergic,ENSMUST00000170241.7,2.0
812,mature Glutamatergic,ENSMUST00000170241.7,1.0
813,imature GABAergic,ENSMUST00000170241.7,0.0
814,imature Glutamatergic,ENSMUST00000170241.7,0.0
815,imature Glutamatergic,ENSMUST00000170241.7,0.0
816,imature Glutamatergic,ENSMUST00000170241.7,1.0
817,imature Glutamatergic,ENSMUST00000170241.7,1.0
818,imature Glutamatergic,ENSMUST00000170241.7,0.0
819,imature GABAergic,ENSMUST00000170241.7,1.0
820,mature Glutamatergic,ENSMUST00000170241.7,0.0
821,mature GABAergic,ENSMUST00000170241.7,0.0
822,imature Glutamatergic,ENSMUST00000170241.7,0.0
823,mature GABAergic,ENSMUST00000170241.7,0.0
824,imature GABAergic,ENSMUST00000170241.7,0.0
825,mature Glutamatergic,ENSMUST00000170241.7,0.0
826,mature Glutamatergic,ENSMUST00000170241.7,0.0
827,imature GABAergic,ENSMUST00000170241.7,0.0
828,imature GABAergic,ENSMUST00000170241.7,1.0
829,mature Glutamatergic,ENSMUST00000170241.7,0.0
830,imature Glutamatergic,ENSMUST00000170241.7,1.0
831,cycling radial glia,ENSMUST00000170241.7,4.0
832,imature Glutamatergic,ENSMUST00000170241.7,3.0
833,mature Glutamatergic,ENSMUST00000170241.7,0.0
834,imature GABAergic,ENSMUST00000170241.7,1.0
835,mature Glutamatergic,ENSMUST00000170241.7,3.0
836,cycling radial glia,ENSMUST00000170241.7,2.0
837,mature Glutamatergic,ENSMUST00000170241.7,0.0
838,mature GABAergic,ENSMUST00000170241.7,0.0
839,mature Glutamatergic,ENSMUST00000170241.7,1.0
840,cycling radial glia,ENSMUST00000170241.7,2.0
841,mature Glutamatergic,ENSMUST00000170241.7,1.0
842,mature GABAergic,ENSMUST00000170241.7,1.0
843,imature Glutamatergic,ENSMUST00000170241.7,0.0
844,mature GABAergic,ENSMUST00000170241.7,2.0
845,imature GABAergic,ENSMUST00000170241.7,2.0
846,mature Glutamatergic,ENSMUST00000170241.7,0.0
847,imature Glutamatergic,ENSMUST00000170241.7,1.0
848,mature Glutamatergic,ENSMUST00000170241.7,0.0
849,mature Glutamatergic,ENSMUST00000170241.7,1.0
850,mature Glutamatergic,ENSMUST00000170241.7,0.0
851,imature Glutamatergic,ENSMUST00000170241.7,0.0
852,radial glia,ENSMUST00000170241.7,1.0
853,mature Glutamatergic,ENSMUST00000170241.7,1.0
854,intermediate progenitor,ENSMUST00000170241.7,0.0
855,cycling radial glia,ENSMUST00000170241.7,1.0
856,mature GABAergic,ENSMUST00000170241.7,0.0
857,radial glia,ENSMUST00000170241.7,0.0
858,cycling radial glia,ENSMUST00000170241.7,2.0
859,cycling radial glia,ENSMUST00000170241.7,5.0
860,imature Glutamatergic,ENSMUST00000170241.7,0.0
861,imature GABAergic,ENSMUST00000170241.7,0.0
862,mature Glutamatergic,ENSMUST00000170241.7,1.0
863,imature Glutamatergic,ENSMUST00000170241.7,0.0
864,mature Glutamatergic,ENSMUST00000170241.7,0.0
865,imature GABAergic,ENSMUST00000170241.7,0.0
866,intermediate progenitor,ENSMUST00000170241.7,1.0
867,imature Glutamatergic,ENSMUST00000170241.7,1.0
868,radial glia,ENSMUST00000170241.7,4.0
869,imature Glutamatergic,ENSMUST00000170241.7,1.0
870,mature GABAergic,ENSMUST00000170241.7,0.0
871,imature Glutamatergic,ENSMUST00000170241.7,0.0
872,mature GABAergic,ENSMUST00000170241.7,1.0
873,mature GABAergic,ENSMUST00000170241.7,0.0
874,intermediate progenitor,ENSMUST00000170241.7,3.0
875,imature GABAergic,ENSMUST00000170241.7,0.0
876,mature Glutamatergic,ENSMUST00000170241.7,2.0
877,cycling radial glia,ENSMUST00000170241.7,2.0
878,mature Glutamatergic,ENSMUST00000170241.7,0.0
879,imature GABAergic,ENSMUST00000170241.7,2.0
880,imature Glutamatergic,ENSMUST00000170241.7,0.0
881,cycling radial glia,ENSMUST00000170241.7,2.0
882,mature Glutamatergic,ENSMUST00000170241.7,1.0
883,radial glia,ENSMUST00000170241.7,3.0
884,imature GABAergic,ENSMUST00000170241.7,1.0
885,imature GABAergic,ENSMUST00000170241.7,0.0
886,imature GABAergic,ENSMUST00000170241.7,0.0
887,mature GABAergic,ENSMUST00000170241.7,0.0
888,mature Glutamatergic,ENSMUST00000170241.7,1.0
889,imature Glutamatergic,ENSMUST00000170241.7,0.0
890,cycling radial glia,ENSMUST00000170241.7,5.0
891,cycling radial glia,ENSMUST00000170241.7,2.0
892,intermediate progenitor,ENSMUST00000170241.7,0.0
893,intermediate progenitor,ENSMUST00000170241.7,2.0
894,mature Glutamatergic,ENSMUST00000170241.7,0.0
895,cycling radial glia,ENSMUST00000170241.7,5.0
896,imature Glutamatergic,ENSMUST00000170241.7,0.0
897,cycling radial glia,ENSMUST00000170241.7,5.0
898,mature GABAergic,ENSMUST00000170241.7,0.0
899,mature GABAergic,ENSMUST00000170241.7,0.0
900,cycling radial glia,ENSMUST00000170241.7,2.0
901,imature Glutamatergic,ENSMUST00000170241.7,0.0
902,imature GABAergic,ENSMUST00000170241.7,3.0
903,imature Glutamatergic,ENSMUST00000170241.7,2.0
904,mature Glutamatergic,ENSMUST00000170241.7,0.0
905,mature GABAergic,ENSMUST00000170241.7,0.0
906,imature Glutamatergic,ENSMUST00000170241.7,3.0
907,intermediate progenitor,ENSMUST00000170241.7,3.0
908,radial glia,ENSMUST00000170241.7,5.0
909,imature Glutamatergic,ENSMUST00000170241.7,2.0
910,radial glia,ENSMUST00000170241.7,2.0
911,radial glia,ENSMUST00000170241.7,6.0
912,intermediate progenitor,ENSMUST00000170241.7,0.0
913,mature GABAergic,ENSMUST00000170241.7,0.0
914,intermediate progenitor,ENSMUST00000170241.7,2.0
915,mature Glutamatergic,ENSMUST00000170241.7,0.0
916,imature Glutamatergic,ENSMUST00000170241.7,2.0
917,mature Glutamatergic,ENSMUST00000170241.7,1.0
918,radial glia,ENSMUST00000170241.7,2.0
919,mature GABAergic,ENSMUST00000170241.7,0.0
920,imature Glutamatergic,ENSMUST00000170241.7,1.0
921,imature Glutamatergic,ENSMUST00000170241.7,0.0
922,imature Glutamatergic,ENSMUST00000170241.7,0.0
923,intermediate progenitor,ENSMUST00000170241.7,3.0
924,mature Glutamatergic,ENSMUST00000170241.7,2.0
925,imature Glutamatergic,ENSMUST00000170241.7,0.0
926,mature Glutamatergic,ENSMUST00000170241.7,0.0
927,mature GABAergic,ENSMUST00000170241.7,1.0
928,imature Glutamatergic,ENSMUST00000170241.7,0.0
929,mature Glutamatergic,ENSMUST00000170241.7,0.0
930,mature Glutamatergic,ENSMUST00000170241.7,0.0
931,imature Glutamatergic,ENSMUST00000170241.7,5.0
932,mature GABAergic,ENSMUST00000170241.7,1.0
933,imature Glutamatergic,ENSMUST00000170241.7,0.0
934,imature GABAergic,ENSMUST00000170241.7,0.0
935,mature GABAergic,ENSMUST00000170241.7,0.0
936,mature Glutamatergic,ENSMUST00000170241.7,2.0
937,imature Glutamatergic,ENSMUST00000170241.7,0.0
938,mature GABAergic,ENSMUST00000170241.7,0.0
939,mature Glutamatergic,ENSMUST00000170241.7,4.0
940,mature Glutamatergic,ENSMUST00000170241.7,0.0
941,mature Glutamatergic,ENSMUST00000170241.7,2.0
942,mature Glutamatergic,ENSMUST00000170241.7,1.0
943,mature Glutamatergic,ENSMUST00000170241.7,1.0
944,mature GABAergic,ENSMUST00000170241.7,0.0
945,mature Glutamatergic,ENSMUST00000170241.7,1.0
946,imature Glutamatergic,ENSMUST00000170241.7,2.0
947,mature GABAergic,ENSMUST00000170241.7,0.0
948,mature Glutamatergic,ENSMUST00000170241.7,0.0
949,mature Glutamatergic,ENSMUST00000170241.7,1.0
950,cycling radial glia,ENSMUST00000170241.7,4.0
951,mature GABAergic,ENSMUST00000170241.7,1.0
952,mature Glutamatergic,ENSMUST00000170241.7,1.0
953,imature GABAergic,ENSMUST00000170241.7,0.0
954,mature GABAergic,ENSMUST00000170241.7,0.0
955,imature Glutamatergic,ENSMUST00000170241.7,1.0
956,cycling radial glia,ENSMUST00000170241.7,4.0
957,cycling radial glia,ENSMUST00000170241.7,2.0
958,mature Glutamatergic,ENSMUST00000170241.7,2.0
959,mature Glutamatergic,ENSMUST00000170241.7,1.0
960,imature GABAergic,ENSMUST00000170241.7,0.0
961,cycling radial glia,ENSMUST00000170241.7,1.0
962,mature GABAergic,ENSMUST00000170241.7,0.0
963,imature Glutamatergic,ENSMUST00000170241.7,0.0
964,mature Glutamatergic,ENSMUST00000170241.7,1.0
965,mature GABAergic,ENSMUST00000170241.7,0.0
966,imature Glutamatergic,ENSMUST00000170241.7,1.0
967,mature GABAergic,ENSMUST00000170241.7,2.0
968,imature GABAergic,ENSMUST00000170241.7,2.0
969,cycling radial glia,ENSMUST00000170241.7,2.0
970,imature Glutamatergic,ENSMUST00000170241.7,1.0
971,mature Glutamatergic,ENSMUST00000170241.7,0.0
972,imature GABAergic,ENSMUST00000170241.7,3.0
973,imature GABAergic,ENSMUST00000170241.7,0.0
974,imature Glutamatergic,ENSMUST00000170241.7,1.0
975,radial glia,ENSMUST00000170241.7,6.0
976,imature Glutamatergic,ENSMUST00000170241.7,0.0
977,imature GABAergic,ENSMUST00000170241.7,0.0
978,imature GABAergic,ENSMUST00000170241.7,1.0
979,imature Glutamatergic,ENSMUST00000170241.7,1.0
980,imature Glutamatergic,ENSMUST00000170241.7,0.0
981,radial glia,ENSMUST00000170241.7,4.0
982,mature GABAergic,ENSMUST00000170241.7,0.0
983,imature Glutamatergic,ENSMUST00000170241.7,0.0
984,intermediate progenitor,ENSMUST00000170241.7,3.0
985,imature Glutamatergic,ENSMUST00000170241.7,0.0
986,mature Glutamatergic,ENSMUST00000170241.7,4.0
987,imature GABAergic,ENSMUST00000170241.7,4.0
988,cycling radial glia,ENSMUST00000170241.7,2.0
989,imature Glutamatergic,ENSMUST00000170241.7,0.0
990,mature GABAergic,ENSMUST00000170241.7,1.0
991,mature Glutamatergic,ENSMUST00000170241.7,0.0
992,mature Glutamatergic,ENSMUST00000170241.7,1.0
993,cycling radial glia,ENSMUST00000170241.7,1.0
994,imature Glutamatergic,ENSMUST00000170241.7,3.0
995,mature Glutamatergic,ENSMUST00000170241.7,0.0
996,mature Glutamatergic,ENSMUST00000170241.7,0.0
997,cycling radial glia,ENSMUST00000170241.7,1.0
998,mature GABAergic,ENSMUST00000170241.7,0.0
999,mature GABAergic,ENSMUST00000170241.7,0.0
1000,imature Glutamatergic,ENSMUST00000170241.7,1.0
1001,intermediate progenitor,ENSMUST00000170241.7,5.0
