,cell_type,transcriptId,count
1487,mature GABAergic,ENSMUST00000107849.9,0.0
1488,mature Glutamatergic,ENSMUST00000107849.9,2.0
1489,imature Glutamatergic,ENSMUST00000107849.9,0.0
1490,radial glia,ENSMUST00000107849.9,0.0
1491,imature Glutamatergic,ENSMUST00000107849.9,5.0
1492,mature Glutamatergic,ENSMUST00000107849.9,6.0
1493,mature GABAergic,ENSMUST00000107849.9,3.0
1494,imature Glutamatergic,ENSMUST00000107849.9,3.0
1495,mature Glutamatergic,ENSMUST00000107849.9,3.0
1496,imature Glutamatergic,ENSMUST00000107849.9,1.0
1497,intermediate progenitor,ENSMUST00000107849.9,3.0
1498,imature Glutamatergic,ENSMUST00000107849.9,6.0
1499,Cajal-Retzius,ENSMUST00000107849.9,0.0
1500,mature GABAergic,ENSMUST00000107849.9,1.0
1501,intermediate progenitor,ENSMUST00000107849.9,1.0
1502,mature GABAergic,ENSMUST00000107849.9,0.0
1503,mature Glutamatergic,ENSMUST00000107849.9,5.0
1504,radial glia,ENSMUST00000107849.9,0.0
1505,mature GABAergic,ENSMUST00000107849.9,2.0
1506,imature Glutamatergic,ENSMUST00000107849.9,3.0
1507,mature Glutamatergic,ENSMUST00000107849.9,3.0
1508,imature Glutamatergic,ENSMUST00000107849.9,1.0
1509,mature GABAergic,ENSMUST00000107849.9,3.0
1510,mature GABAergic,ENSMUST00000107849.9,0.0
1511,imature GABAergic,ENSMUST00000107849.9,0.0
1512,imature Glutamatergic,ENSMUST00000107849.9,3.0
1513,mature Glutamatergic,ENSMUST00000107849.9,3.0
1514,cycling radial glia,ENSMUST00000107849.9,0.0
1515,intermediate progenitor,ENSMUST00000107849.9,1.0
1516,intermediate progenitor,ENSMUST00000107849.9,0.0
1517,mature GABAergic,ENSMUST00000107849.9,3.0
1518,intermediate progenitor,ENSMUST00000107849.9,1.0
1519,mature GABAergic,ENSMUST00000107849.9,0.0
1520,intermediate progenitor,ENSMUST00000107849.9,1.0
1521,mature GABAergic,ENSMUST00000107849.9,3.0
1522,mature GABAergic,ENSMUST00000107849.9,6.0
1523,mature Glutamatergic,ENSMUST00000107849.9,1.0
1524,mature Glutamatergic,ENSMUST00000107849.9,2.0
1525,mature Glutamatergic,ENSMUST00000107849.9,2.0
1526,radial glia,ENSMUST00000107849.9,0.0
1527,radial glia,ENSMUST00000107849.9,0.0
1528,intermediate progenitor,ENSMUST00000107849.9,0.0
1529,radial glia,ENSMUST00000107849.9,0.0
1530,mature GABAergic,ENSMUST00000107849.9,2.0
1531,intermediate progenitor,ENSMUST00000107849.9,2.0
1532,imature GABAergic,ENSMUST00000107849.9,3.0
1533,imature Glutamatergic,ENSMUST00000107849.9,2.0
1534,mature Glutamatergic,ENSMUST00000107849.9,5.0
1535,mature Glutamatergic,ENSMUST00000107849.9,0.0
1536,imature Glutamatergic,ENSMUST00000107849.9,2.0
1537,imature Glutamatergic,ENSMUST00000107849.9,0.0
1538,mature GABAergic,ENSMUST00000107849.9,0.0
1539,cycling radial glia,ENSMUST00000107849.9,0.0
1540,imature Glutamatergic,ENSMUST00000107849.9,1.0
1541,mature Glutamatergic,ENSMUST00000107849.9,2.0
1542,cycling radial glia,ENSMUST00000107849.9,0.0
1543,imature Glutamatergic,ENSMUST00000107849.9,3.0
1544,imature Glutamatergic,ENSMUST00000107849.9,1.0
1545,mature Glutamatergic,ENSMUST00000107849.9,8.0
1546,mature GABAergic,ENSMUST00000107849.9,0.0
1547,cycling radial glia,ENSMUST00000107849.9,0.0
1548,imature Glutamatergic,ENSMUST00000107849.9,7.0
1549,Cajal-Retzius,ENSMUST00000107849.9,6.0
1550,imature Glutamatergic,ENSMUST00000107849.9,0.0
1551,imature GABAergic,ENSMUST00000107849.9,0.0
1552,imature GABAergic,ENSMUST00000107849.9,0.0
1553,imature GABAergic,ENSMUST00000107849.9,1.0
1554,mature Glutamatergic,ENSMUST00000107849.9,5.0
1555,mature Glutamatergic,ENSMUST00000107849.9,0.0
1556,cycling radial glia,ENSMUST00000107849.9,1.0
1557,imature GABAergic,ENSMUST00000107849.9,1.0
1558,imature GABAergic,ENSMUST00000107849.9,0.0
1559,imature GABAergic,ENSMUST00000107849.9,2.0
1560,mature GABAergic,ENSMUST00000107849.9,0.0
1561,radial glia,ENSMUST00000107849.9,0.0
1562,radial glia,ENSMUST00000107849.9,0.0
1563,imature GABAergic,ENSMUST00000107849.9,0.0
1564,cycling radial glia,ENSMUST00000107849.9,2.0
1565,mature Glutamatergic,ENSMUST00000107849.9,6.0
1566,mature Glutamatergic,ENSMUST00000107849.9,4.0
1567,imature Glutamatergic,ENSMUST00000107849.9,4.0
1568,mature Glutamatergic,ENSMUST00000107849.9,2.0
1569,cycling radial glia,ENSMUST00000107849.9,1.0
1570,imature Glutamatergic,ENSMUST00000107849.9,0.0
1571,mature Glutamatergic,ENSMUST00000107849.9,1.0
1572,imature Glutamatergic,ENSMUST00000107849.9,0.0
1573,imature GABAergic,ENSMUST00000107849.9,0.0
1574,mature GABAergic,ENSMUST00000107849.9,1.0
1575,mature GABAergic,ENSMUST00000107849.9,1.0
1576,imature GABAergic,ENSMUST00000107849.9,2.0
1577,mature Glutamatergic,ENSMUST00000107849.9,1.0
1578,imature GABAergic,ENSMUST00000107849.9,0.0
1579,imature Glutamatergic,ENSMUST00000107849.9,2.0
1580,mature GABAergic,ENSMUST00000107849.9,1.0
1581,imature Glutamatergic,ENSMUST00000107849.9,3.0
1582,imature Glutamatergic,ENSMUST00000107849.9,4.0
1583,imature Glutamatergic,ENSMUST00000107849.9,3.0
1584,mature Glutamatergic,ENSMUST00000107849.9,8.0
1585,mature GABAergic,ENSMUST00000107849.9,5.0
1586,imature GABAergic,ENSMUST00000107849.9,0.0
1587,intermediate progenitor,ENSMUST00000107849.9,0.0
1588,mature Glutamatergic,ENSMUST00000107849.9,5.0
1589,mature Glutamatergic,ENSMUST00000107849.9,5.0
1590,mature Glutamatergic,ENSMUST00000107849.9,2.0
1591,imature GABAergic,ENSMUST00000107849.9,0.0
1592,radial glia,ENSMUST00000107849.9,0.0
1593,mature Glutamatergic,ENSMUST00000107849.9,1.0
1594,Cajal-Retzius,ENSMUST00000107849.9,2.0
1595,mature Glutamatergic,ENSMUST00000107849.9,4.0
1596,mature Glutamatergic,ENSMUST00000107849.9,1.0
1597,imature GABAergic,ENSMUST00000107849.9,2.0
1598,imature GABAergic,ENSMUST00000107849.9,0.0
1599,mature Glutamatergic,ENSMUST00000107849.9,4.0
1600,mature Glutamatergic,ENSMUST00000107849.9,4.0
1601,cycling radial glia,ENSMUST00000107849.9,0.0
1602,mature GABAergic,ENSMUST00000107849.9,1.0
1603,imature Glutamatergic,ENSMUST00000107849.9,2.0
1604,radial glia,ENSMUST00000107849.9,0.0
1605,imature GABAergic,ENSMUST00000107849.9,3.0
1606,imature GABAergic,ENSMUST00000107849.9,2.0
1607,imature Glutamatergic,ENSMUST00000107849.9,1.0
1608,imature GABAergic,ENSMUST00000107849.9,1.0
1609,imature Glutamatergic,ENSMUST00000107849.9,3.0
1610,imature GABAergic,ENSMUST00000107849.9,1.0
1611,imature Glutamatergic,ENSMUST00000107849.9,2.0
1612,cycling radial glia,ENSMUST00000107849.9,1.0
1613,radial glia,ENSMUST00000107849.9,0.0
1614,intermediate progenitor,ENSMUST00000107849.9,2.0
1615,mature GABAergic,ENSMUST00000107849.9,5.0
1616,mature GABAergic,ENSMUST00000107849.9,3.0
1617,intermediate progenitor,ENSMUST00000107849.9,2.0
1618,imature Glutamatergic,ENSMUST00000107849.9,1.0
1619,mature GABAergic,ENSMUST00000107849.9,4.0
1620,imature GABAergic,ENSMUST00000107849.9,2.0
1621,cycling radial glia,ENSMUST00000107849.9,1.0
1622,mature GABAergic,ENSMUST00000107849.9,1.0
1623,imature Glutamatergic,ENSMUST00000107849.9,4.0
1624,mature Glutamatergic,ENSMUST00000107849.9,2.0
1625,mature Glutamatergic,ENSMUST00000107849.9,2.0
1626,intermediate progenitor,ENSMUST00000107849.9,2.0
1627,mature Glutamatergic,ENSMUST00000107849.9,8.0
1628,mature GABAergic,ENSMUST00000107849.9,1.0
1629,imature Glutamatergic,ENSMUST00000107849.9,3.0
1630,intermediate progenitor,ENSMUST00000107849.9,1.0
1631,intermediate progenitor,ENSMUST00000107849.9,1.0
1632,imature Glutamatergic,ENSMUST00000107849.9,4.0
1633,imature GABAergic,ENSMUST00000107849.9,0.0
1634,intermediate progenitor,ENSMUST00000107849.9,4.0
1635,imature Glutamatergic,ENSMUST00000107849.9,1.0
1636,mature GABAergic,ENSMUST00000107849.9,3.0
1637,imature GABAergic,ENSMUST00000107849.9,1.0
1638,cycling radial glia,ENSMUST00000107849.9,2.0
1639,cycling radial glia,ENSMUST00000107849.9,0.0
1640,mature GABAergic,ENSMUST00000107849.9,1.0
1641,mature Glutamatergic,ENSMUST00000107849.9,0.0
1642,imature Glutamatergic,ENSMUST00000107849.9,4.0
1643,imature Glutamatergic,ENSMUST00000107849.9,2.0
1644,intermediate progenitor,ENSMUST00000107849.9,2.0
1645,imature GABAergic,ENSMUST00000107849.9,2.0
1646,mature Glutamatergic,ENSMUST00000107849.9,6.0
1647,imature Glutamatergic,ENSMUST00000107849.9,1.0
1648,intermediate progenitor,ENSMUST00000107849.9,3.0
1649,mature Glutamatergic,ENSMUST00000107849.9,3.0
1650,cycling radial glia,ENSMUST00000107849.9,0.0
1651,imature Glutamatergic,ENSMUST00000107849.9,2.0
1652,imature Glutamatergic,ENSMUST00000107849.9,0.0
1653,imature GABAergic,ENSMUST00000107849.9,1.0
1654,mature Glutamatergic,ENSMUST00000107849.9,4.0
1655,cycling radial glia,ENSMUST00000107849.9,2.0
1656,imature Glutamatergic,ENSMUST00000107849.9,2.0
1657,mature GABAergic,ENSMUST00000107849.9,1.0
1658,mature Glutamatergic,ENSMUST00000107849.9,0.0
1659,imature Glutamatergic,ENSMUST00000107849.9,1.0
1660,imature GABAergic,ENSMUST00000107849.9,2.0
1661,mature GABAergic,ENSMUST00000107849.9,5.0
1662,mature GABAergic,ENSMUST00000107849.9,2.0
1663,mature GABAergic,ENSMUST00000107849.9,0.0
1664,cycling radial glia,ENSMUST00000107849.9,0.0
1665,mature GABAergic,ENSMUST00000107849.9,2.0
1666,imature GABAergic,ENSMUST00000107849.9,2.0
1667,imature GABAergic,ENSMUST00000107849.9,0.0
1668,imature Glutamatergic,ENSMUST00000107849.9,5.0
1669,imature Glutamatergic,ENSMUST00000107849.9,1.0
1670,mature GABAergic,ENSMUST00000107849.9,2.0
1671,radial glia,ENSMUST00000107849.9,0.0
1672,cycling radial glia,ENSMUST00000107849.9,0.0
1673,intermediate progenitor,ENSMUST00000107849.9,1.0
1674,radial glia,ENSMUST00000107849.9,0.0
1675,imature GABAergic,ENSMUST00000107849.9,0.0
1676,imature GABAergic,ENSMUST00000107849.9,1.0
1677,imature Glutamatergic,ENSMUST00000107849.9,5.0
1678,cycling radial glia,ENSMUST00000107849.9,0.0
1679,imature Glutamatergic,ENSMUST00000107849.9,2.0
1680,imature Glutamatergic,ENSMUST00000107849.9,2.0
1681,mature Glutamatergic,ENSMUST00000107849.9,1.0
1682,imature Glutamatergic,ENSMUST00000107849.9,1.0
1683,mature GABAergic,ENSMUST00000107849.9,2.0
1684,mature GABAergic,ENSMUST00000107849.9,2.0
1685,imature Glutamatergic,ENSMUST00000107849.9,3.0
1686,imature Glutamatergic,ENSMUST00000107849.9,4.0
1687,mature Glutamatergic,ENSMUST00000107849.9,3.0
1688,imature Glutamatergic,ENSMUST00000107849.9,1.0
1689,mature GABAergic,ENSMUST00000107849.9,2.0
1690,radial glia,ENSMUST00000107849.9,0.0
1691,imature GABAergic,ENSMUST00000107849.9,2.0
1692,mature Glutamatergic,ENSMUST00000107849.9,3.0
1693,mature GABAergic,ENSMUST00000107849.9,1.0
1694,mature GABAergic,ENSMUST00000107849.9,0.0
1695,mature Glutamatergic,ENSMUST00000107849.9,0.0
1696,intermediate progenitor,ENSMUST00000107849.9,1.0
1697,mature Glutamatergic,ENSMUST00000107849.9,5.0
1698,imature Glutamatergic,ENSMUST00000107849.9,0.0
1699,imature GABAergic,ENSMUST00000107849.9,0.0
1700,imature Glutamatergic,ENSMUST00000107849.9,5.0
1701,cycling radial glia,ENSMUST00000107849.9,1.0
1702,mature Glutamatergic,ENSMUST00000107849.9,4.0
1703,mature Glutamatergic,ENSMUST00000107849.9,5.0
1704,mature Glutamatergic,ENSMUST00000107849.9,0.0
1705,mature Glutamatergic,ENSMUST00000107849.9,0.0
1706,imature Glutamatergic,ENSMUST00000107849.9,6.0
1707,radial glia,ENSMUST00000107849.9,0.0
1708,imature Glutamatergic,ENSMUST00000107849.9,1.0
1709,mature GABAergic,ENSMUST00000107849.9,1.0
1710,mature GABAergic,ENSMUST00000107849.9,3.0
1711,mature Glutamatergic,ENSMUST00000107849.9,1.0
1712,cycling radial glia,ENSMUST00000107849.9,0.0
1713,mature Glutamatergic,ENSMUST00000107849.9,8.0
1714,mature Glutamatergic,ENSMUST00000107849.9,4.0
1715,imature Glutamatergic,ENSMUST00000107849.9,2.0
1716,mature GABAergic,ENSMUST00000107849.9,3.0
1717,mature Glutamatergic,ENSMUST00000107849.9,7.0
1718,mature Glutamatergic,ENSMUST00000107849.9,2.0
1719,cycling radial glia,ENSMUST00000107849.9,0.0
1720,imature GABAergic,ENSMUST00000107849.9,0.0
1721,imature GABAergic,ENSMUST00000107849.9,1.0
1722,cycling radial glia,ENSMUST00000107849.9,0.0
1723,mature GABAergic,ENSMUST00000107849.9,2.0
1724,mature GABAergic,ENSMUST00000107849.9,1.0
1725,imature GABAergic,ENSMUST00000107849.9,1.0
1726,mature GABAergic,ENSMUST00000107849.9,0.0
1727,mature GABAergic,ENSMUST00000107849.9,1.0
1728,imature Glutamatergic,ENSMUST00000107849.9,1.0
1729,mature Glutamatergic,ENSMUST00000107849.9,0.0
1730,cycling radial glia,ENSMUST00000107849.9,0.0
1731,radial glia,ENSMUST00000107849.9,0.0
1732,mature Glutamatergic,ENSMUST00000107849.9,3.0
1733,imature GABAergic,ENSMUST00000107849.9,1.0
1734,imature GABAergic,ENSMUST00000107849.9,0.0
1735,mature Glutamatergic,ENSMUST00000107849.9,2.0
1736,mature GABAergic,ENSMUST00000107849.9,1.0
1737,radial glia,ENSMUST00000107849.9,0.0
1738,imature Glutamatergic,ENSMUST00000107849.9,3.0
1739,imature Glutamatergic,ENSMUST00000107849.9,3.0
1740,imature Glutamatergic,ENSMUST00000107849.9,1.0
1741,mature GABAergic,ENSMUST00000107849.9,2.0
1742,mature GABAergic,ENSMUST00000107849.9,3.0
1743,mature Glutamatergic,ENSMUST00000107849.9,6.0
1744,mature Glutamatergic,ENSMUST00000107849.9,4.0
1745,mature Glutamatergic,ENSMUST00000107849.9,3.0
1746,imature GABAergic,ENSMUST00000107849.9,0.0
1747,mature Glutamatergic,ENSMUST00000107849.9,0.0
1748,Cajal-Retzius,ENSMUST00000107849.9,0.0
1749,cycling radial glia,ENSMUST00000107849.9,0.0
1750,Cajal-Retzius,ENSMUST00000107849.9,0.0
1751,radial glia,ENSMUST00000107849.9,0.0
1752,imature GABAergic,ENSMUST00000107849.9,0.0
1753,cycling radial glia,ENSMUST00000107849.9,0.0
1754,mature Glutamatergic,ENSMUST00000107849.9,7.0
1755,imature Glutamatergic,ENSMUST00000107849.9,2.0
1756,mature Glutamatergic,ENSMUST00000107849.9,0.0
1757,imature Glutamatergic,ENSMUST00000107849.9,1.0
1758,imature Glutamatergic,ENSMUST00000107849.9,2.0
1759,imature Glutamatergic,ENSMUST00000107849.9,0.0
1760,imature Glutamatergic,ENSMUST00000107849.9,2.0
1761,mature Glutamatergic,ENSMUST00000107849.9,7.0
1762,cycling radial glia,ENSMUST00000107849.9,0.0
1763,mature Glutamatergic,ENSMUST00000107849.9,4.0
1764,mature Glutamatergic,ENSMUST00000107849.9,13.0
1765,cycling radial glia,ENSMUST00000107849.9,3.0
1766,mature Glutamatergic,ENSMUST00000107849.9,0.0
1767,mature GABAergic,ENSMUST00000107849.9,1.0
1768,imature GABAergic,ENSMUST00000107849.9,0.0
1769,intermediate progenitor,ENSMUST00000107849.9,1.0
1770,intermediate progenitor,ENSMUST00000107849.9,1.0
1771,mature GABAergic,ENSMUST00000107849.9,2.0
1772,mature GABAergic,ENSMUST00000107849.9,0.0
1773,mature GABAergic,ENSMUST00000107849.9,3.0
1774,mature Glutamatergic,ENSMUST00000107849.9,6.0
1775,cycling radial glia,ENSMUST00000107849.9,1.0
1776,cycling radial glia,ENSMUST00000107849.9,1.0
1777,cycling radial glia,ENSMUST00000107849.9,1.0
1778,mature GABAergic,ENSMUST00000107849.9,1.0
1779,cycling radial glia,ENSMUST00000107849.9,1.0
1780,mature Glutamatergic,ENSMUST00000107849.9,9.0
1781,imature GABAergic,ENSMUST00000107849.9,2.0
1782,mature Glutamatergic,ENSMUST00000107849.9,4.0
1783,radial glia,ENSMUST00000107849.9,0.0
1784,imature Glutamatergic,ENSMUST00000107849.9,2.0
1785,mature Glutamatergic,ENSMUST00000107849.9,0.0
1786,mature GABAergic,ENSMUST00000107849.9,4.0
1787,mature Glutamatergic,ENSMUST00000107849.9,0.0
1788,mature Glutamatergic,ENSMUST00000107849.9,7.0
1789,mature Glutamatergic,ENSMUST00000107849.9,8.0
1790,imature GABAergic,ENSMUST00000107849.9,1.0
1791,imature Glutamatergic,ENSMUST00000107849.9,2.0
1792,mature Glutamatergic,ENSMUST00000107849.9,2.0
1793,imature GABAergic,ENSMUST00000107849.9,2.0
1794,imature Glutamatergic,ENSMUST00000107849.9,2.0
1795,imature Glutamatergic,ENSMUST00000107849.9,3.0
1796,mature GABAergic,ENSMUST00000107849.9,3.0
1797,imature Glutamatergic,ENSMUST00000107849.9,0.0
1798,mature GABAergic,ENSMUST00000107849.9,2.0
1799,intermediate progenitor,ENSMUST00000107849.9,0.0
1800,radial glia,ENSMUST00000107849.9,0.0
1801,intermediate progenitor,ENSMUST00000107849.9,0.0
1802,cycling radial glia,ENSMUST00000107849.9,0.0
1803,mature Glutamatergic,ENSMUST00000107849.9,0.0
1804,mature Glutamatergic,ENSMUST00000107849.9,7.0
1805,mature Glutamatergic,ENSMUST00000107849.9,7.0
1806,imature Glutamatergic,ENSMUST00000107849.9,1.0
1807,cycling radial glia,ENSMUST00000107849.9,0.0
1808,mature Glutamatergic,ENSMUST00000107849.9,4.0
1809,imature Glutamatergic,ENSMUST00000107849.9,4.0
1810,imature Glutamatergic,ENSMUST00000107849.9,4.0
1811,mature Glutamatergic,ENSMUST00000107849.9,5.0
1812,mature GABAergic,ENSMUST00000107849.9,2.0
1813,Cajal-Retzius,ENSMUST00000107849.9,3.0
1814,imature Glutamatergic,ENSMUST00000107849.9,4.0
1815,imature Glutamatergic,ENSMUST00000107849.9,2.0
1816,mature Glutamatergic,ENSMUST00000107849.9,4.0
1817,intermediate progenitor,ENSMUST00000107849.9,0.0
1818,intermediate progenitor,ENSMUST00000107849.9,5.0
1819,cycling radial glia,ENSMUST00000107849.9,0.0
1820,mature Glutamatergic,ENSMUST00000107849.9,2.0
1821,imature Glutamatergic,ENSMUST00000107849.9,2.0
1822,imature GABAergic,ENSMUST00000107849.9,0.0
1823,cycling radial glia,ENSMUST00000107849.9,0.0
1824,radial glia,ENSMUST00000107849.9,0.0
1825,imature Glutamatergic,ENSMUST00000107849.9,3.0
1826,mature Glutamatergic,ENSMUST00000107849.9,2.0
1827,mature Glutamatergic,ENSMUST00000107849.9,2.0
1828,mature Glutamatergic,ENSMUST00000107849.9,7.0
1829,imature Glutamatergic,ENSMUST00000107849.9,2.0
1830,mature Glutamatergic,ENSMUST00000107849.9,3.0
1831,intermediate progenitor,ENSMUST00000107849.9,0.0
1832,imature Glutamatergic,ENSMUST00000107849.9,1.0
1833,imature Glutamatergic,ENSMUST00000107849.9,4.0
1834,imature Glutamatergic,ENSMUST00000107849.9,3.0
1835,mature GABAergic,ENSMUST00000107849.9,1.0
1836,imature GABAergic,ENSMUST00000107849.9,1.0
1837,mature Glutamatergic,ENSMUST00000107849.9,2.0
1838,mature Glutamatergic,ENSMUST00000107849.9,2.0
1839,mature GABAergic,ENSMUST00000107849.9,1.0
1840,imature Glutamatergic,ENSMUST00000107849.9,3.0
1841,imature Glutamatergic,ENSMUST00000107849.9,1.0
1842,mature Glutamatergic,ENSMUST00000107849.9,6.0
1843,imature GABAergic,ENSMUST00000107849.9,3.0
1844,imature GABAergic,ENSMUST00000107849.9,1.0
1845,imature Glutamatergic,ENSMUST00000107849.9,0.0
1846,imature Glutamatergic,ENSMUST00000107849.9,0.0
1847,mature GABAergic,ENSMUST00000107849.9,3.0
1848,mature Glutamatergic,ENSMUST00000107849.9,6.0
1849,radial glia,ENSMUST00000107849.9,3.0
1850,imature Glutamatergic,ENSMUST00000107849.9,2.0
1851,mature Glutamatergic,ENSMUST00000107849.9,0.0
1852,imature Glutamatergic,ENSMUST00000107849.9,1.0
1853,imature Glutamatergic,ENSMUST00000107849.9,1.0
1854,mature GABAergic,ENSMUST00000107849.9,3.0
1855,cycling radial glia,ENSMUST00000107849.9,0.0
1856,intermediate progenitor,ENSMUST00000107849.9,7.0
1857,intermediate progenitor,ENSMUST00000107849.9,0.0
1858,mature Glutamatergic,ENSMUST00000107849.9,2.0
1859,intermediate progenitor,ENSMUST00000107849.9,4.0
1860,imature GABAergic,ENSMUST00000107849.9,0.0
1861,radial glia,ENSMUST00000107849.9,0.0
1862,mature GABAergic,ENSMUST00000107849.9,2.0
1863,imature GABAergic,ENSMUST00000107849.9,1.0
1864,mature Glutamatergic,ENSMUST00000107849.9,3.0
1865,mature Glutamatergic,ENSMUST00000107849.9,13.0
1866,imature Glutamatergic,ENSMUST00000107849.9,1.0
1867,imature Glutamatergic,ENSMUST00000107849.9,1.0
1868,mature Glutamatergic,ENSMUST00000107849.9,3.0
1869,cycling radial glia,ENSMUST00000107849.9,1.0
1870,mature Glutamatergic,ENSMUST00000107849.9,10.0
1871,mature Glutamatergic,ENSMUST00000107849.9,8.0
1872,imature Glutamatergic,ENSMUST00000107849.9,3.0
1873,radial glia,ENSMUST00000107849.9,0.0
1874,mature GABAergic,ENSMUST00000107849.9,2.0
1875,intermediate progenitor,ENSMUST00000107849.9,2.0
1876,imature GABAergic,ENSMUST00000107849.9,2.0
1877,imature Glutamatergic,ENSMUST00000107849.9,1.0
1878,radial glia,ENSMUST00000107849.9,5.0
1879,radial glia,ENSMUST00000107849.9,0.0
1880,imature Glutamatergic,ENSMUST00000107849.9,4.0
1881,cycling radial glia,ENSMUST00000107849.9,0.0
1882,imature Glutamatergic,ENSMUST00000107849.9,1.0
1883,Cajal-Retzius,ENSMUST00000107849.9,0.0
1884,mature GABAergic,ENSMUST00000107849.9,0.0
1885,imature Glutamatergic,ENSMUST00000107849.9,2.0
1886,intermediate progenitor,ENSMUST00000107849.9,2.0
1887,mature Glutamatergic,ENSMUST00000107849.9,3.0
1888,cycling radial glia,ENSMUST00000107849.9,0.0
1889,imature Glutamatergic,ENSMUST00000107849.9,1.0
1890,mature GABAergic,ENSMUST00000107849.9,1.0
1891,cycling radial glia,ENSMUST00000107849.9,0.0
1892,mature Glutamatergic,ENSMUST00000107849.9,5.0
1893,mature Glutamatergic,ENSMUST00000107849.9,11.0
1894,imature GABAergic,ENSMUST00000107849.9,4.0
1895,imature GABAergic,ENSMUST00000107849.9,0.0
1896,mature GABAergic,ENSMUST00000107849.9,1.0
1897,imature GABAergic,ENSMUST00000107849.9,0.0
1898,mature Glutamatergic,ENSMUST00000107849.9,1.0
1899,mature GABAergic,ENSMUST00000107849.9,3.0
1900,intermediate progenitor,ENSMUST00000107849.9,0.0
1901,mature GABAergic,ENSMUST00000107849.9,0.0
1902,intermediate progenitor,ENSMUST00000107849.9,1.0
1903,imature Glutamatergic,ENSMUST00000107849.9,0.0
1904,radial glia,ENSMUST00000107849.9,0.0
1905,mature Glutamatergic,ENSMUST00000107849.9,5.0
1906,mature Glutamatergic,ENSMUST00000107849.9,1.0
1907,imature GABAergic,ENSMUST00000107849.9,0.0
1908,mature GABAergic,ENSMUST00000107849.9,2.0
1909,mature Glutamatergic,ENSMUST00000107849.9,2.0
1910,radial glia,ENSMUST00000107849.9,0.0
1911,mature GABAergic,ENSMUST00000107849.9,5.0
1912,imature Glutamatergic,ENSMUST00000107849.9,2.0
1913,cycling radial glia,ENSMUST00000107849.9,0.0
1914,mature GABAergic,ENSMUST00000107849.9,1.0
1915,mature Glutamatergic,ENSMUST00000107849.9,5.0
1916,imature Glutamatergic,ENSMUST00000107849.9,3.0
1917,mature Glutamatergic,ENSMUST00000107849.9,4.0
1918,radial glia,ENSMUST00000107849.9,0.0
1919,imature Glutamatergic,ENSMUST00000107849.9,3.0
1920,mature GABAergic,ENSMUST00000107849.9,2.0
1921,mature Glutamatergic,ENSMUST00000107849.9,6.0
1922,imature GABAergic,ENSMUST00000107849.9,4.0
1923,imature Glutamatergic,ENSMUST00000107849.9,0.0
1924,imature Glutamatergic,ENSMUST00000107849.9,0.0
1925,imature Glutamatergic,ENSMUST00000107849.9,2.0
1926,imature Glutamatergic,ENSMUST00000107849.9,1.0
1927,imature Glutamatergic,ENSMUST00000107849.9,1.0
1928,imature GABAergic,ENSMUST00000107849.9,1.0
1929,mature Glutamatergic,ENSMUST00000107849.9,2.0
1930,mature GABAergic,ENSMUST00000107849.9,1.0
1931,imature Glutamatergic,ENSMUST00000107849.9,1.0
1932,mature GABAergic,ENSMUST00000107849.9,3.0
1933,imature GABAergic,ENSMUST00000107849.9,2.0
1934,mature Glutamatergic,ENSMUST00000107849.9,4.0
1935,mature Glutamatergic,ENSMUST00000107849.9,5.0
1936,imature GABAergic,ENSMUST00000107849.9,5.0
1937,imature GABAergic,ENSMUST00000107849.9,1.0
1938,mature Glutamatergic,ENSMUST00000107849.9,2.0
1939,imature Glutamatergic,ENSMUST00000107849.9,1.0
1940,cycling radial glia,ENSMUST00000107849.9,0.0
1941,imature Glutamatergic,ENSMUST00000107849.9,7.0
1942,mature Glutamatergic,ENSMUST00000107849.9,1.0
1943,imature GABAergic,ENSMUST00000107849.9,0.0
1944,mature Glutamatergic,ENSMUST00000107849.9,1.0
1945,cycling radial glia,ENSMUST00000107849.9,0.0
1946,mature Glutamatergic,ENSMUST00000107849.9,7.0
1947,mature GABAergic,ENSMUST00000107849.9,3.0
1948,mature Glutamatergic,ENSMUST00000107849.9,3.0
1949,cycling radial glia,ENSMUST00000107849.9,2.0
1950,mature Glutamatergic,ENSMUST00000107849.9,4.0
1951,mature GABAergic,ENSMUST00000107849.9,1.0
1952,imature Glutamatergic,ENSMUST00000107849.9,2.0
1953,mature GABAergic,ENSMUST00000107849.9,0.0
1954,imature GABAergic,ENSMUST00000107849.9,2.0
1955,mature Glutamatergic,ENSMUST00000107849.9,3.0
1956,imature Glutamatergic,ENSMUST00000107849.9,0.0
1957,mature Glutamatergic,ENSMUST00000107849.9,3.0
1958,mature Glutamatergic,ENSMUST00000107849.9,5.0
1959,mature Glutamatergic,ENSMUST00000107849.9,5.0
1960,imature Glutamatergic,ENSMUST00000107849.9,1.0
1961,radial glia,ENSMUST00000107849.9,0.0
1962,mature Glutamatergic,ENSMUST00000107849.9,7.0
1963,intermediate progenitor,ENSMUST00000107849.9,2.0
1964,cycling radial glia,ENSMUST00000107849.9,1.0
1965,mature GABAergic,ENSMUST00000107849.9,1.0
1966,radial glia,ENSMUST00000107849.9,0.0
1967,cycling radial glia,ENSMUST00000107849.9,0.0
1968,cycling radial glia,ENSMUST00000107849.9,0.0
1969,imature Glutamatergic,ENSMUST00000107849.9,6.0
1970,imature GABAergic,ENSMUST00000107849.9,0.0
